id,is_humor,humor_rating,humor_mechanism,humor_target
tweet31585,1,0.0,parody,body shaming
tweet31586,0,0.0,reference,substance use
tweet31587,0,0.0,absurd,self-deprecating
tweet31588,1,0.0,unmasking,age
tweet31589,0,0.0,absurd,substance use
tweet31590,1,0.0,insults,body shaming
tweet31591,1,0.0,wordplay,family/relationships
tweet31592,1,0.0,reference,professions
tweet31593,1,0.0,irony,self-deprecating
tweet31594,0,0.0,absurd,self-deprecating
tweet31595,1,0.0,exaggeration,family/relationships
tweet31596,0,0.0,absurd,professions
tweet31597,0,0.0,wordplay,self-deprecating
tweet31598,0,0.0,reference,self-deprecating
tweet31599,1,0.0,absurd,professions
tweet31600,0,0.0,irony,self-deprecating
tweet31601,0,0.0,reference,self-deprecating
tweet31602,0,0.0,wordplay,self-deprecating
tweet31603,1,0.0,parody,self-deprecating
tweet31604,0,0.0,stereotype,women
tweet31605,1,0.0,irony,self-deprecating
tweet31606,0,0.0,absurd,age
tweet31607,0,0.0,absurd,self-deprecating
tweet31608,0,0.0,parody,self-deprecating
tweet31609,0,0.0,reference,self-deprecating
tweet31610,0,0.0,insults,self-deprecating
tweet31611,0,0.0,reference,self-deprecating
tweet31612,0,0.0,reference,professions
tweet31613,1,0.0,analogy,women
tweet31614,0,0.0,reference,technology
tweet31615,0,0.0,parody,self-deprecating
tweet31616,0,0.0,misunderstanding,age
tweet31617,0,0.0,reference,self-deprecating
tweet31618,0,0.0,wordplay,professions
tweet31619,0,0.0,irony,professions
tweet31620,0,0.0,absurd,self-deprecating
tweet31621,1,0.0,wordplay,family/relationships
tweet31622,1,0.0,irony,professions
tweet31623,0,0.0,reference,self-deprecating
tweet31624,1,0.0,wordplay,lgbt
tweet31625,1,0.0,irony,professions
tweet31626,0,0.0,analogy,self-deprecating
tweet31627,0,0.0,absurd,self-deprecating
tweet31628,1,0.0,insults,lgbt
tweet31629,0,0.0,analogy,women
tweet31630,1,0.0,stereotype,professions
tweet31631,0,0.0,reference,self-deprecating
tweet31632,0,0.0,wordplay,professions
tweet31633,0,0.0,reference,self-deprecating
tweet31634,1,0.0,stereotype,self-deprecating
tweet31635,0,0.0,absurd,self-deprecating
tweet31636,0,0.0,insults,body shaming
tweet31637,0,0.0,wordplay,self-deprecating
tweet31638,0,0.0,exaggeration,self-deprecating
tweet31639,0,0.0,parody,self-deprecating
tweet31640,0,0.0,reference,self-deprecating
tweet31641,0,0.0,analogy,body shaming
tweet31642,1,0.0,embarrassment,professions
tweet31643,0,0.0,absurd,self-deprecating
tweet31644,0,0.0,absurd,self-deprecating
tweet31645,0,0.0,absurd,self-deprecating
tweet31646,0,0.0,irony,professions
tweet31647,1,0.0,irony,self-deprecating
tweet31648,0,0.0,absurd,self-deprecating
tweet31649,1,0.0,analogy,professions
tweet31650,0,0.0,parody,men
tweet31651,0,0.0,reference,self-deprecating
tweet31652,0,0.0,absurd,self-deprecating
tweet31653,1,0.0,embarrassment,technology
tweet31654,0,0.0,absurd,self-deprecating
tweet31655,0,0.0,absurd,self-deprecating
tweet31656,1,0.0,absurd,age
tweet31657,0,0.0,irony,family/relationships
tweet31658,1,0.0,reference,age
tweet31659,0,0.0,unmasking,self-deprecating
tweet31660,0,0.0,wordplay,body shaming
tweet31661,1,0.0,insults,women
tweet31662,0,0.0,reference,self-deprecating
tweet31663,0,0.0,exaggeration,women
tweet31664,0,0.0,wordplay,religion
tweet31665,0,0.0,reference,self-deprecating
tweet31666,0,0.0,absurd,self-deprecating
tweet31667,1,0.0,misunderstanding,professions
tweet31668,0,0.0,reference,professions
tweet31669,0,0.0,reference,technology
tweet31670,1,0.0,reference,age
tweet31671,1,0.0,absurd,professions
tweet31672,0,0.0,absurd,self-deprecating
tweet31673,1,0.0,reference,self-deprecating
tweet31674,1,0.0,absurd,self-deprecating
tweet31675,1,0.0,wordplay,professions
tweet31676,1,0.0,reference,body shaming
tweet31677,0,0.0,stereotype,women
tweet31678,0,0.0,absurd,professions
tweet31679,0,0.0,parody,self-deprecating
tweet31680,0,0.0,irony,self-deprecating
tweet31681,0,0.0,reference,self-deprecating
tweet31682,1,0.0,stereotype,technology
tweet31683,1,0.0,wordplay,professions
tweet31684,1,0.0,misunderstanding,health
tweet31685,0,0.0,parody,professions
tweet31686,0,0.0,reference,self-deprecating
tweet31687,1,0.0,unmasking,professions
tweet31688,0,0.0,embarrassment,self-deprecating
tweet31689,0,0.0,absurd,self-deprecating
tweet31690,1,0.0,wordplay,age
tweet31691,0,0.0,exaggeration,body shaming
tweet31692,1,0.0,reference,technology
tweet31693,0,0.0,parody,family/relationships
tweet31694,0,0.0,absurd,self-deprecating
tweet31695,0,0.0,irony,professions
tweet31696,1,0.0,stereotype,body shaming
tweet31697,0,0.0,reference,lgbt
tweet31698,0,0.0,analogy,self-deprecating
tweet31699,0,0.0,wordplay,professions
tweet31700,1,0.0,misunderstanding,age
tweet31701,1,0.0,absurd,age
tweet31702,0,0.0,reference,self-deprecating
tweet31703,0,0.0,reference,self-deprecating
tweet31704,0,0.0,stereotype,age
tweet31705,0,0.0,absurd,self-deprecating
tweet31706,1,0.0,exaggeration,professions
tweet31707,0,0.0,analogy,self-deprecating
tweet31708,1,0.0,exaggeration,social status
tweet31709,0,0.0,parody,professions
tweet31710,0,0.0,absurd,professions
tweet31711,0,0.0,analogy,self-deprecating
tweet31712,0,0.0,absurd,self-deprecating
tweet31713,0,0.0,parody,technology
tweet31714,0,0.0,reference,professions
tweet31715,1,0.0,unmasking,body shaming
tweet31716,0,0.0,irony,self-deprecating
tweet31717,1,0.0,insults,body shaming
tweet31718,1,0.0,stereotype,body shaming
tweet31719,1,0.0,reference,age
tweet31720,0,0.0,wordplay,health
tweet31721,0,0.0,absurd,self-deprecating
tweet31722,0,0.0,parody,technology
tweet31723,1,0.0,absurd,body shaming
tweet31724,1,0.0,irony,self-deprecating
tweet31725,0,0.0,parody,self-deprecating
tweet31726,1,0.0,irony,age
tweet31727,0,0.0,exaggeration,self-deprecating
tweet31728,0,0.0,reference,technology
tweet31729,0,0.0,reference,women
tweet31730,0,0.0,reference,substance use
tweet31731,0,0.0,reference,self-deprecating
tweet31732,0,0.0,absurd,self-deprecating
tweet31733,0,0.0,exaggeration,professions
tweet31734,1,0.0,embarrassment,body shaming
tweet31735,1,0.0,absurd,body shaming
tweet31736,0,0.0,reference,self-deprecating
tweet31737,0,0.0,reference,self-deprecating
tweet31738,0,0.0,wordplay,lgbt
tweet31739,0,0.0,absurd,professions
tweet31740,1,0.0,insults,family/relationships
tweet31741,0,0.0,reference,self-deprecating
tweet31742,1,0.0,wordplay,professions
tweet31743,1,0.0,reference,self-deprecating
tweet31744,1,0.0,misunderstanding,women
tweet31745,0,0.0,absurd,self-deprecating
tweet31746,0,0.0,stereotype,professions
tweet31747,0,0.0,insults,women
tweet31748,1,0.0,stereotype,women
tweet31749,0,0.0,absurd,substance use
tweet31750,0,0.0,reference,self-deprecating
tweet31751,0,0.0,embarrassment,professions
tweet31752,0,0.0,absurd,substance use
tweet31753,0,0.0,reference,self-deprecating
tweet31754,0,0.0,stereotype,professions
tweet31755,1,0.0,wordplay,professions
tweet31756,0,0.0,absurd,self-deprecating
tweet31757,0,0.0,reference,self-deprecating
tweet31758,1,0.0,wordplay,family/relationships
tweet31759,0,0.0,absurd,substance use
tweet31760,1,0.0,insults,body shaming
tweet31761,1,0.0,irony,ethnicity/origin
tweet31762,1,0.0,stereotype,age
tweet31763,1,0.0,parody,self-deprecating
tweet31764,0,0.0,reference,technology
tweet31765,1,0.0,parody,professions
tweet31766,1,0.0,absurd,professions
tweet31767,0,0.0,stereotype,professions
tweet31768,0,0.0,parody,self-deprecating
tweet31769,0,0.0,absurd,self-deprecating
tweet31770,0,0.0,parody,self-deprecating
tweet31771,0,0.0,absurd,self-deprecating
tweet31772,0,0.0,exaggeration,self-deprecating
tweet31773,0,0.0,analogy,men
tweet31774,1,0.0,insults,professions
tweet31775,0,0.0,reference,religion
tweet31776,0,0.0,unmasking,self-deprecating
tweet31777,0,0.0,absurd,self-deprecating
tweet31778,1,0.0,unmasking,family/relationships
tweet31779,0,0.0,absurd,self-deprecating
tweet31780,0,0.0,wordplay,self-deprecating
tweet31781,0,0.0,absurd,self-deprecating
tweet31782,1,0.0,embarrassment,women
tweet31783,0,0.0,absurd,substance use
tweet31784,1,0.0,stereotype,age
tweet31785,0,0.0,wordplay,self-deprecating
tweet31786,0,0.0,absurd,women
tweet31787,0,0.0,parody,self-deprecating
tweet31788,1,0.0,parody,professions
tweet31789,0,0.0,absurd,self-deprecating
tweet31790,1,0.0,misunderstanding,body shaming
tweet31791,1,0.0,embarrassment,body shaming
tweet31792,0,0.0,wordplay,health
tweet31793,1,0.0,stereotype,body shaming
tweet31794,1,0.0,irony,self-deprecating
tweet31795,0,0.0,irony,self-deprecating
tweet31796,1,0.0,unmasking,family/relationships
tweet31797,0,0.0,embarrassment,age
tweet31798,0,0.0,reference,self-deprecating
tweet31799,1,0.0,reference,women
tweet31800,0,0.0,absurd,self-deprecating
tweet31801,0,0.0,reference,self-deprecating
tweet31802,1,0.0,reference,professions
tweet31803,0,0.0,absurd,professions
tweet31804,0,0.0,reference,self-deprecating
tweet31805,1,0.0,wordplay,professions
tweet31806,1,0.0,reference,professions
tweet31807,1,0.0,irony,professions
tweet31808,0,0.0,wordplay,self-deprecating
tweet31809,1,0.0,irony,women
tweet31810,0,0.0,exaggeration,self-deprecating
tweet31811,0,0.0,irony,women
tweet31812,0,0.0,reference,professions
tweet31813,0,0.0,absurd,professions
tweet31814,1,0.0,unmasking,lgbt
tweet31815,0,0.0,reference,body shaming
tweet31816,1,0.0,stereotype,body shaming
tweet31817,1,0.0,reference,age
tweet31818,0,0.0,absurd,self-deprecating
tweet31819,0,0.0,reference,self-deprecating
tweet31820,0,0.0,absurd,self-deprecating
tweet31821,1,0.0,unmasking,lgbt
tweet31822,0,0.0,parody,self-deprecating
tweet31823,1,0.0,embarrassment,family/relationships
tweet31824,0,0.0,unmasking,self-deprecating
tweet31825,1,0.0,reference,women
tweet31826,0,0.0,absurd,self-deprecating
tweet31827,1,0.0,wordplay,professions
tweet31828,0,0.0,wordplay,professions
tweet31829,1,0.0,irony,professions
tweet31830,0,0.0,analogy,self-deprecating
tweet31831,1,0.0,misunderstanding,professions
tweet31832,0,0.0,absurd,self-deprecating
tweet31833,1,0.0,parody,self-deprecating
tweet31834,0,0.0,wordplay,professions
tweet31835,0,0.0,wordplay,professions
tweet31836,0,0.0,absurd,health
tweet31837,0,0.0,analogy,self-deprecating
tweet31838,0,0.0,reference,professions
tweet31839,0,0.0,stereotype,self-deprecating
tweet31840,0,0.0,parody,self-deprecating
tweet31841,1,0.0,exaggeration,professions
tweet31842,1,0.0,absurd,professions
tweet31843,0,0.0,insults,professions
tweet31844,0,0.0,parody,self-deprecating
tweet31845,0,0.0,reference,self-deprecating
tweet31846,0,0.0,reference,self-deprecating
tweet31847,0,0.0,reference,self-deprecating
tweet31848,0,0.0,reference,self-deprecating
tweet31849,0,0.0,absurd,self-deprecating
tweet31850,1,0.0,unmasking,professions
tweet31851,1,0.0,stereotype,family/relationships
tweet31852,0,0.0,parody,self-deprecating
tweet31853,0,0.0,reference,substance use
tweet31854,0,0.0,wordplay,professions
tweet31855,0,0.0,reference,self-deprecating
tweet31856,1,0.0,irony,women
tweet31857,0,0.0,parody,self-deprecating
tweet31858,0,0.0,absurd,professions
tweet31859,1,0.0,wordplay,body shaming
tweet31860,0,0.0,parody,self-deprecating
tweet31861,0,0.0,reference,substance use
tweet31862,0,0.0,stereotype,body shaming
tweet31863,1,0.0,absurd,professions
tweet31864,1,0.0,wordplay,professions
tweet31865,0,0.0,insults,body shaming
tweet31866,0,0.0,irony,ethnicity/origin
tweet31867,0,0.0,reference,self-deprecating
tweet31868,1,0.0,reference,ethnicity/origin
tweet31869,0,0.0,absurd,lgbt
tweet31870,1,0.0,stereotype,professions
tweet31871,1,0.0,irony,ethnicity/origin
tweet31872,0,0.0,absurd,self-deprecating
tweet31873,1,0.0,embarrassment,body shaming
tweet31874,0,0.0,parody,body shaming
tweet31875,0,0.0,reference,self-deprecating
tweet31876,0,0.0,reference,professions
tweet31877,0,0.0,reference,self-deprecating
tweet31878,1,0.0,irony,self-deprecating
tweet31879,0,0.0,unmasking,health
tweet31880,1,0.0,reference,professions
tweet31881,0,0.0,reference,self-deprecating
tweet31882,1,0.0,unmasking,family/relationships
tweet31883,0,0.0,absurd,self-deprecating
tweet31884,1,0.0,reference,age
tweet31885,1,0.0,exaggeration,women
tweet31886,0,0.0,reference,body shaming
tweet31887,1,0.0,absurd,age
tweet31888,0,0.0,misunderstanding,self-deprecating
tweet31889,1,0.0,analogy,professions
tweet31890,0,0.0,absurd,family/relationships
tweet31891,0,0.0,absurd,self-deprecating
tweet31892,0,0.0,reference,self-deprecating
tweet31893,0,0.0,wordplay,professions
tweet31894,0,0.0,absurd,self-deprecating
tweet31895,0,0.0,absurd,self-deprecating
tweet31896,0,0.0,absurd,family/relationships
tweet31897,0,0.0,irony,self-deprecating
tweet31898,1,0.0,irony,body shaming
tweet31899,0,0.0,irony,self-deprecating
tweet31900,0,0.0,reference,self-deprecating
tweet31901,1,0.0,reference,women
tweet31902,1,0.0,wordplay,ethnicity/origin
tweet31903,1,0.0,absurd,self-deprecating
tweet31904,1,0.0,misunderstanding,self-deprecating
tweet31905,1,0.0,misunderstanding,body shaming
tweet31906,0,0.0,reference,self-deprecating
tweet31907,1,0.0,misunderstanding,women
tweet31908,0,0.0,reference,technology
tweet31909,0,0.0,parody,self-deprecating
tweet31910,1,0.0,wordplay,body shaming
tweet31911,0,0.0,absurd,family/relationships
tweet31912,0,0.0,reference,professions
tweet31913,0,0.0,absurd,professions
tweet31914,0,0.0,reference,self-deprecating
tweet31915,1,0.0,unmasking,professions
tweet31916,0,0.0,reference,self-deprecating
tweet31917,0,0.0,reference,self-deprecating
tweet31918,0,0.0,parody,social status
tweet31919,0,0.0,irony,self-deprecating
tweet31920,0,0.0,absurd,self-deprecating
tweet31921,0,0.0,reference,professions
tweet31922,0,0.0,wordplay,self-deprecating
tweet31923,1,0.0,stereotype,professions
tweet31924,0,0.0,absurd,self-deprecating
tweet31925,0,0.0,reference,self-deprecating
tweet31926,0,0.0,reference,self-deprecating
tweet31927,1,0.0,stereotype,lgbt
tweet31928,1,0.0,irony,professions
tweet31929,0,0.0,absurd,substance use
tweet31930,1,0.0,misunderstanding,age
tweet31931,0,0.0,absurd,self-deprecating
tweet31932,0,0.0,reference,self-deprecating
tweet31933,0,0.0,irony,self-deprecating
tweet31934,0,0.0,absurd,self-deprecating
tweet31935,0,0.0,absurd,self-deprecating
tweet31936,0,0.0,parody,self-deprecating
tweet31937,0,0.0,absurd,substance use
tweet31938,0,0.0,wordplay,professions
tweet31939,1,0.0,wordplay,self-deprecating
tweet31940,0,0.0,absurd,self-deprecating
tweet31941,0,0.0,stereotype,technology
tweet31942,0,0.0,reference,professions
tweet31943,0,0.0,irony,professions
tweet31944,0,0.0,parody,family/relationships
tweet31945,1,0.0,wordplay,family/relationships
tweet31946,0,0.0,absurd,age
tweet31947,0,0.0,absurd,family/relationships
tweet31948,0,0.0,absurd,substance use
tweet31949,1,0.0,absurd,family/relationships
tweet31950,1,0.0,wordplay,professions
tweet31951,1,0.0,embarrassment,body shaming
tweet31952,1,0.0,analogy,self-deprecating
tweet31953,1,0.0,stereotype,technology
tweet31954,0,0.0,reference,self-deprecating
tweet31955,1,0.0,parody,self-deprecating
tweet31956,0,0.0,reference,self-deprecating
tweet31957,0,0.0,parody,self-deprecating
tweet31958,0,0.0,irony,self-deprecating
tweet31959,1,0.0,wordplay,professions
tweet31960,0,0.0,absurd,self-deprecating
tweet31961,1,0.0,wordplay,ethnicity/origin
tweet31962,1,0.0,wordplay,ethnicity/origin
tweet31963,0,0.0,reference,self-deprecating
tweet31964,0,0.0,wordplay,self-deprecating
tweet31965,0,0.0,wordplay,body shaming
tweet31966,0,0.0,parody,age
tweet31967,0,0.0,absurd,self-deprecating
tweet31968,0,0.0,parody,social status
tweet31969,1,0.0,absurd,professions
tweet31970,1,0.0,reference,self-deprecating
tweet31971,0,0.0,reference,self-deprecating
tweet31972,1,0.0,parody,professions
tweet31973,1,0.0,wordplay,body shaming
tweet31974,0,0.0,absurd,self-deprecating
tweet31975,0,0.0,absurd,self-deprecating
tweet31976,1,0.0,absurd,body shaming
tweet31977,1,0.0,analogy,self-deprecating
tweet31978,0,0.0,absurd,health
tweet31979,0,0.0,exaggeration,technology
tweet31980,1,0.0,absurd,age
tweet31981,0,0.0,reference,self-deprecating
tweet31982,1,0.0,unmasking,religion
tweet31983,1,0.0,wordplay,professions
tweet31984,0,0.0,reference,men
tweet31985,0,0.0,parody,self-deprecating
tweet31986,1,0.0,wordplay,body shaming
tweet31987,0,0.0,wordplay,self-deprecating
tweet31988,0,0.0,parody,self-deprecating
tweet31989,0,0.0,absurd,self-deprecating
tweet31990,1,0.0,absurd,substance use
tweet31991,0,0.0,irony,self-deprecating
tweet31992,0,0.0,absurd,religion
tweet31993,1,0.0,reference,age
tweet31994,0,0.0,absurd,self-deprecating
tweet31995,0,0.0,parody,health
tweet31996,1,0.0,unmasking,body shaming
tweet31997,1,0.0,absurd,professions
tweet31998,1,0.0,embarrassment,women
tweet31999,0,0.0,irony,self-deprecating
tweet32000,1,0.0,reference,self-deprecating
tweet32001,0,0.0,absurd,religion
tweet32002,0,0.0,irony,professions
tweet32003,1,0.0,unmasking,body shaming
tweet32004,1,0.0,parody,professions
tweet32005,0,0.0,reference,self-deprecating
tweet32006,0,0.0,parody,self-deprecating
tweet32007,1,0.0,exaggeration,body shaming
tweet32008,0,0.0,parody,self-deprecating
tweet32009,1,0.0,analogy,self-deprecating
tweet32010,0,0.0,parody,self-deprecating
tweet32011,0,0.0,parody,women
tweet32012,0,0.0,wordplay,professions
tweet32013,1,0.0,irony,self-deprecating
tweet32014,0,0.0,wordplay,professions
tweet32015,0,0.0,irony,professions
tweet32016,1,0.0,misunderstanding,professions
tweet32017,1,0.0,exaggeration,age
tweet32018,0,0.0,reference,self-deprecating
tweet32019,0,0.0,reference,professions
tweet32020,1,0.0,wordplay,body shaming
tweet32021,0,0.0,reference,technology
tweet32022,0,0.0,absurd,body shaming
tweet32023,0,0.0,absurd,self-deprecating
tweet32024,1,0.0,parody,self-deprecating
tweet32025,1,0.0,irony,professions
tweet32026,0,0.0,reference,self-deprecating
tweet32027,1,0.0,absurd,religion
tweet32028,0,0.0,absurd,self-deprecating
tweet32029,1,0.0,absurd,professions
tweet32030,0,0.0,reference,self-deprecating
tweet32031,0,0.0,absurd,professions
tweet32032,0,0.0,exaggeration,self-deprecating
tweet32033,0,0.0,absurd,women
tweet32034,0,0.0,reference,self-deprecating
tweet32035,0,0.0,absurd,professions
tweet32036,0,0.0,reference,self-deprecating
tweet32037,0,0.0,parody,body shaming
tweet32038,0,0.0,reference,self-deprecating
tweet32039,0,0.0,absurd,professions
tweet32040,0,0.0,irony,self-deprecating
tweet32041,0,0.0,wordplay,professions
tweet32042,1,0.0,wordplay,family/relationships
tweet32043,0,0.0,parody,professions
tweet32044,0,0.0,parody,professions
tweet32045,0,0.0,absurd,lgbt
tweet32046,0,0.0,reference,self-deprecating
tweet32047,1,0.0,reference,body shaming
tweet32048,1,0.0,absurd,age
tweet32049,0,0.0,embarrassment,self-deprecating
tweet32050,0,0.0,absurd,self-deprecating
tweet32051,0,0.0,absurd,sexual aggressors
tweet32052,0,0.0,wordplay,professions
tweet32053,0,0.0,absurd,professions
tweet32054,0,0.0,reference,self-deprecating
tweet32055,0,0.0,absurd,self-deprecating
tweet32056,0,0.0,irony,age
tweet32057,0,0.0,irony,self-deprecating
tweet32058,1,0.0,embarrassment,body shaming
tweet32059,0,0.0,reference,self-deprecating
tweet32060,1,0.0,reference,lgbt
tweet32061,1,0.0,reference,self-deprecating
tweet32062,1,0.0,stereotype,body shaming
tweet32063,0,0.0,reference,self-deprecating
tweet32064,0,0.0,reference,self-deprecating
tweet32065,1,0.0,wordplay,family/relationships
tweet32066,0,0.0,absurd,self-deprecating
tweet32067,1,0.0,irony,family/relationships
tweet32068,1,0.0,reference,age
tweet32069,1,0.0,parody,women
tweet32070,0,0.0,absurd,substance use
tweet32071,0,0.0,exaggeration,self-deprecating
tweet32072,0,0.0,insults,age
tweet32073,1,0.0,reference,self-deprecating
tweet32074,0,0.0,reference,self-deprecating
tweet32075,0,0.0,absurd,professions
tweet32076,0,0.0,parody,self-deprecating
tweet32077,0,0.0,reference,self-deprecating
tweet32078,1,0.0,irony,women
tweet32079,1,0.0,irony,age
tweet32080,0,0.0,absurd,professions
tweet32081,1,0.0,absurd,substance use
tweet32082,0,0.0,reference,self-deprecating
tweet32083,0,0.0,misunderstanding,self-deprecating
tweet32084,0,0.0,reference,self-deprecating
tweet32085,0,0.0,exaggeration,self-deprecating
tweet32086,0,0.0,reference,self-deprecating
tweet32087,0,0.0,absurd,self-deprecating
tweet32088,0,0.0,irony,professions
tweet32089,0,0.0,absurd,professions
tweet32090,1,0.0,reference,professions
tweet32091,0,0.0,parody,self-deprecating
tweet32092,1,0.0,stereotype,body shaming
tweet32093,0,0.0,wordplay,professions
tweet32094,1,0.0,absurd,body shaming
tweet32095,0,0.0,reference,professions
tweet32096,0,0.0,parody,self-deprecating
tweet32097,0,0.0,absurd,self-deprecating
tweet32098,0,0.0,absurd,self-deprecating
tweet32099,0,0.0,reference,self-deprecating
tweet32100,0,0.0,reference,self-deprecating
tweet32101,0,0.0,exaggeration,self-deprecating
tweet32102,0,0.0,absurd,self-deprecating
tweet32103,0,0.0,parody,self-deprecating
tweet32104,0,0.0,reference,self-deprecating
tweet32105,0,0.0,exaggeration,professions
tweet32106,1,0.0,wordplay,lgbt
tweet32107,1,0.0,absurd,professions
tweet32108,0,0.0,wordplay,lgbt
tweet32109,1,0.0,wordplay,professions
tweet32110,0,0.0,absurd,self-deprecating
tweet32111,0,0.0,parody,age
tweet32112,1,0.0,reference,self-deprecating
tweet32113,1,0.0,unmasking,age
tweet32114,0,0.0,parody,body shaming
tweet32115,1,0.0,wordplay,age
tweet32116,0,0.0,parody,professions
tweet32117,0,0.0,reference,self-deprecating
tweet32118,0,0.0,stereotype,family/relationships
tweet32119,0,0.0,reference,professions
tweet32120,0,0.0,absurd,professions
tweet32121,0,0.0,absurd,self-deprecating
tweet32122,0,0.0,absurd,self-deprecating
tweet32123,0,0.0,absurd,professions
tweet32124,0,0.0,irony,self-deprecating
tweet32125,0,0.0,absurd,self-deprecating
tweet32126,0,0.0,exaggeration,self-deprecating
tweet32127,0,0.0,absurd,self-deprecating
tweet32128,1,0.0,absurd,religion
tweet32129,0,0.0,reference,self-deprecating
tweet32130,0,0.0,reference,body shaming
tweet32131,1,0.0,reference,family/relationships
tweet32132,1,0.0,wordplay,professions
tweet32133,0,0.0,absurd,health
tweet32134,0,0.0,wordplay,professions
tweet32135,0,0.0,reference,professions
tweet32136,1,0.0,irony,lgbt
tweet32137,0,0.0,reference,self-deprecating
tweet32138,0,0.0,wordplay,professions
tweet32139,1,0.0,wordplay,professions
tweet32140,1,0.0,absurd,professions
tweet32141,1,0.0,stereotype,professions
tweet32142,1,0.0,embarrassment,body shaming
tweet32143,0,0.0,reference,self-deprecating
tweet32144,0,0.0,analogy,self-deprecating
tweet32145,0,0.0,absurd,self-deprecating
tweet32146,0,0.0,absurd,self-deprecating
tweet32147,1,0.0,unmasking,body shaming
tweet32148,1,0.0,absurd,professions
tweet32149,0,0.0,absurd,self-deprecating
tweet32150,0,0.0,reference,self-deprecating
tweet32151,0,0.0,wordplay,family/relationships
tweet32152,1,0.0,misunderstanding,age
tweet32153,1,0.0,unmasking,age
tweet32154,0,0.0,parody,professions
tweet32155,0,0.0,reference,self-deprecating
tweet32156,1,0.0,absurd,self-deprecating
tweet32157,0,0.0,exaggeration,technology
tweet32158,1,0.0,reference,self-deprecating
tweet32159,0,0.0,reference,self-deprecating
tweet32160,1,0.0,absurd,self-deprecating
tweet32161,0,0.0,reference,self-deprecating
tweet32162,0,0.0,reference,self-deprecating
tweet32163,1,0.0,unmasking,religion
tweet32164,1,0.0,reference,body shaming
tweet32165,1,0.0,insults,body shaming
tweet32166,0,0.0,analogy,self-deprecating
tweet32167,0,0.0,parody,self-deprecating
tweet32168,0,0.0,parody,self-deprecating
tweet32169,0,0.0,absurd,substance use
tweet32170,0,0.0,stereotype,age
tweet32171,0,0.0,parody,self-deprecating
tweet32172,0,0.0,reference,self-deprecating
tweet32173,0,0.0,absurd,self-deprecating
tweet32174,0,0.0,absurd,family/relationships
tweet32175,1,0.0,embarrassment,self-deprecating
tweet32176,1,0.0,absurd,substance use
tweet32177,0,0.0,irony,ethnicity/origin
tweet32178,1,0.0,misunderstanding,body shaming
tweet32179,0,0.0,absurd,self-deprecating
tweet32180,0,0.0,exaggeration,self-deprecating
tweet32181,0,0.0,absurd,self-deprecating
tweet32182,1,0.0,irony,self-deprecating
tweet32183,0,0.0,parody,professions
tweet32184,0,0.0,absurd,self-deprecating
tweet32185,0,0.0,analogy,self-deprecating
tweet32186,0,0.0,analogy,body shaming
tweet32187,0,0.0,absurd,professions
tweet32188,0,0.0,absurd,professions
tweet32189,1,0.0,absurd,professions
tweet32190,0,0.0,absurd,self-deprecating
tweet32191,0,0.0,embarrassment,self-deprecating
tweet32192,0,0.0,absurd,self-deprecating
tweet32193,0,0.0,reference,self-deprecating
tweet32194,0,0.0,wordplay,professions
tweet32195,0,0.0,irony,body shaming
tweet32196,0,0.0,reference,self-deprecating
tweet32197,0,0.0,absurd,social status
tweet32198,1,0.0,embarrassment,ethnicity/origin
tweet32199,0,0.0,embarrassment,family/relationships
tweet32200,1,0.0,reference,age
tweet32201,0,0.0,parody,self-deprecating
tweet32202,1,0.0,absurd,self-deprecating
tweet32203,0,0.0,reference,women
tweet32204,0,0.0,reference,self-deprecating
tweet32205,0,0.0,parody,self-deprecating
tweet32206,1,0.0,reference,professions
tweet32207,0,0.0,parody,family/relationships
tweet32208,0,0.0,exaggeration,self-deprecating
tweet32209,0,0.0,absurd,professions
tweet32210,1,0.0,analogy,women
tweet32211,0,0.0,parody,self-deprecating
tweet32212,1,0.0,stereotype,women
tweet32213,0,0.0,absurd,substance use
tweet32214,1,0.0,absurd,professions
tweet32215,1,0.0,wordplay,professions
tweet32216,0,0.0,absurd,self-deprecating
tweet32217,1,0.0,stereotype,body shaming
tweet32218,0,0.0,reference,professions
tweet32219,0,0.0,wordplay,self-deprecating
tweet32220,1,0.0,wordplay,self-deprecating
tweet32221,1,0.0,embarrassment,body shaming
tweet32222,0,0.0,parody,professions
tweet32223,1,0.0,unmasking,professions
tweet32224,0,0.0,analogy,body shaming
tweet32225,0,0.0,reference,self-deprecating
tweet32226,0,0.0,absurd,self-deprecating
tweet32227,1,0.0,reference,self-deprecating
tweet32228,0,0.0,irony,age
tweet32229,0,0.0,exaggeration,self-deprecating
tweet32230,0,0.0,absurd,self-deprecating
tweet32231,0,0.0,reference,self-deprecating
tweet32232,0,0.0,parody,self-deprecating
tweet32233,1,0.0,wordplay,professions
tweet32234,1,0.0,stereotype,family/relationships
tweet32235,1,0.0,reference,self-deprecating
tweet32236,0,0.0,parody,self-deprecating
tweet32237,0,0.0,absurd,substance use
tweet32238,0,0.0,unmasking,self-deprecating
tweet32239,0,0.0,exaggeration,body shaming
tweet32240,1,0.0,stereotype,age
tweet32241,0,0.0,embarrassment,body shaming
tweet32242,1,0.0,absurd,professions
tweet32243,0,0.0,reference,self-deprecating
tweet32244,0,0.0,absurd,self-deprecating
tweet32245,0,0.0,absurd,age
tweet32246,0,0.0,irony,body shaming
